entity_type	entity	needs_review	description_source	description_words	empty_description
DISEASE	germinoma	1	standard	51	0
DISEASE	gerstmann-straussler-scheinker syndrome	0	MONDO	60	0
DISEASE	gestational choriocarcinoma	1	standard	25	0
DISEASE	gestational diabetes mellitus	1	standard	45	0
DISEASE	gestational edema	0	corrected_overlay	13	0
DISEASE	gestational trophoblastic neoplasia	1	standard	49	0
DISEASE	gestational trophoblastic neoplasm	1	standard	49	0
DISEASE	giant axonal neuropathy 1	0	MONDO	23	0
DISEASE	giant axonal neuropathy 2	0	MONDO	18	0
DISEASE	giant cell arteritis	1	standard	70	0
DISEASE	giant cell glioblastoma	1	standard	58	0
DISEASE	giant cell tumors of the tendon sheath	1	standard	45	0
DISEASE	giant follicular lymphoma	0	standard	41	0
DISEASE	giardiasis	1	standard	25	0
DISEASE	gigantism	1	standard	55	0
DISEASE	gilbert syndrome	0	MONDO	14	0
DISEASE	gilles de la tourette's syndrome	0	standard	92	0
DISEASE	gingival bleeding	0	corrected_overlay	11	0
DISEASE	gingival fibromatosis-progressive deafness syndrome	0	MONDO	55	0
DISEASE	gingivitis	1	standard	10	0
DISEASE	gitelman syndrome	0	MONDO	25	0
DISEASE	glanzmann's thrombasthenia	1	standard	19	0
DISEASE	glaucoma	1	standard	92	0
DISEASE	glaucoma 1, open angle, a	0	MONDO	17	0
DISEASE	glaucoma 3a	0	MONDO	18	0
DISEASE	glaucoma type 1c	1	MedGen	11	0
DISEASE	glioblastoma	1	standard	58	0
DISEASE	glioblastoma multiforme (gbm)	1	alias_disease	91	0
DISEASE	glioma	1	standard	63	0
DISEASE	glioma susceptibility 1	1	MONDO	8	0
DISEASE	glioma susceptibility 4	1	MedGen	11	0
DISEASE	glioma, malignant	1	standard	63	0
DISEASE	glomerulations	0	standard	6	0
DISEASE	glossopharyngeal neuralgia	1	standard	105	0
DISEASE	glucocorticoid-induced osteoporosis	1	standard	36	0
DISEASE	glucose intolerance	1	standard	52	0
DISEASE	glucosylceramide beta-glucosidase deficiency	1	standard	61	0
DISEASE	glutaric acidemia type 3	0	MONDO	38	0
DISEASE	glutathione synthetase deficiency without 5-oxoprolinuria	1	Disease Ontology	52	0
DISEASE	glycine encephalopathy 1	1	MONDO	14	0
DISEASE	glycogen storage disease due to glut2 deficiency	1	MedGen	131	0
DISEASE	glycogen storage disease ib	0	MONDO	20	0
DISEASE	glycogen storage disease ii	1	standard	96	0
DISEASE	glycogen storage disease iii	0	MONDO	27	0
DISEASE	glycogen storage disease ixa1	0	MONDO	26	0
DISEASE	glycogen storage disease ixb	0	MONDO	32	0
DISEASE	glycogen storage disease ixc	0	MONDO	11	0
DISEASE	glycogen storage disease ixd	0	MONDO	24	0
DISEASE	glycogen storage disease v	0	MONDO	23	0
DISEASE	glycogen storage disease vi	0	MONDO	23	0
DISEASE	glycogen storage disease vii	0	MONDO	33	0
DISEASE	glycogen storage disease xv	0	MONDO	42	0
DISEASE	gnathodiaphyseal dysplasia	0	MONDO	49	0
DISEASE	gnptg-mucolipidosis	0	MONDO	94	0
DISEASE	goiter	1	standard	47	0
DISEASE	goiter, endemic	0	standard	43	0
DISEASE	goiter, multinodular 1, with or without sertoli-leydig cell tumors	0	MONDO	17	0
DISEASE	goitrogenesis	0	corrected_overlay	21	0
DISEASE	gold poisoning	0	corrected_overlay	8	0
DISEASE	goldberg-shprintzen syndrome	0	MONDO	49	0
DISEASE	gonadotropin deficiency	1	standard	53	0
DISEASE	gonococcal bursitis	1	standard	8	0
DISEASE	gonococcal cervicitis	0	standard	8	0
DISEASE	gonococcal epididymitis	1	standard	45	0
DISEASE	gonococcal salpingitis	1	standard	8	0
DISEASE	gonococcal urethritis	1	standard	17	0
DISEASE	gonorrhea	1	standard	22	0
DISEASE	gonorrhea of pharynx	1	standard	65	0
DISEASE	gonorrhea of rectum	1	standard	65	0
DISEASE	gordon syndrome	0	MONDO	75	0
DISEASE	gorham-stout disease	1	standard	29	0
DISEASE	gout	1	standard	25	0
DISEASE	gout flares	1	curated_standard_definition	29	0
DISEASE	gouty arthritis	1	standard	51	0
DISEASE	grade 3b follicular lymphoma	0	standard	11	0
DISEASE	graft failure	0	standard	20	0
DISEASE	graft versus host disease	1	standard	25	0
DISEASE	gram-negative bacteraemia	0	corrected_overlay	25	0
DISEASE	gram-negative sepsis	0	corrected_overlay	24	0
DISEASE	gram-positive bacterial infections	1	modified_disease	41	0
DISEASE	grand mal seizures	1	standard	39	0
DISEASE	granular corneal dystrophy type ii	1	MedGen	30	0
DISEASE	granuloma annulare	1	standard	31	0
DISEASE	granuloma inguinale	1	standard	31	0
DISEASE	granulomatosis with polyangiitis	1	standard	48	0
DISEASE	granulomatosis with polyangiitis (gpa)	1	alias_disease	19	0
DISEASE	grass allergy	1	standard	11	0
DISEASE	graves disease	1	standard	54	0
DISEASE	graves disease, susceptibility to, 1	1	MONDO	71	0
DISEASE	graves disease, susceptibility to, 2	1	MedGen	13	0
DISEASE	graves' disease	1	standard	54	0
DISEASE	greenberg dysplasia	0	MONDO	32	0
DISEASE	greig cephalopolysyndactyly syndrome	0	MONDO	11	0
DISEASE	group a streptococcal infections	1	modified_disease	22	0
DISEASE	growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	0	MONDO	19	0
DISEASE	growth factor deficiency	0	corrected_overlay	10	0
DISEASE	growth failure	0	standard	10	0
DISEASE	growth failure due to being born small for gestational age (sga)	1	modified_disease	26	0
DISEASE	growth failure due to chronic kidney disease (ckd)	1	modified_disease	29	0
DISEASE	growth failure due to growth hormone deficiency (ghd)	1	modified_disease	19	0
DISEASE	growth failure due to idiopathic short stature (iss)	1	modified_disease	23	0
DISEASE	growth failure due to prader-willi syndrome (pws)	1	modified_disease	53	0
DISEASE	growth failure due to shox deficiency	1	modified_disease	52	0
DISEASE	growth failure due to turner syndrome (ts)	1	modified_disease	22	0
DISEASE	growth failure of unknown etiology	0	standard	32	0
DISEASE	growth hormone deficiency	0	standard	5	0
DISEASE	growth hormone gene deletion	1	standard	30	0
DISEASE	growth hormone secreting pituitary adenoma 1	1	MedGen	56	0
DISEASE	grubben-de cock-borghgraef syndrome	0	MONDO	65	0
DISEASE	guillain-barre syndrome	1	standard	77	0
DISEASE	guillain-barre syndrome, familial	0	MONDO	79	0
DISEASE	gynaecological infection	0	corrected_overlay	13	0
DISEASE	h5n1 influenza	1	modified_disease	22	0
DISEASE	haemolytic reaction	0	corrected_overlay	23	0
DISEASE	haemophilus acute exacerbation of chronic bronchitis	1	modified_disease	41	0
DISEASE	haemophilus infectious disease	0	standard	7	0
DISEASE	haemophilus influenzae	1	standard	26	0
DISEASE	haemophilus influenzae type b	0	standard	23	0
DISEASE	haemophilus meningitis	1	modified_disease	46	0
DISEASE	haemophilus parainfluenzae infection	0	corrected_overlay	12	0
DISEASE	hailey-hailey disease	0	MONDO	21	0
DISEASE	haim-munk syndrome	0	MONDO	17	0
DISEASE	hairy cell leukemia	1	standard	47	0
DISEASE	hallucination	1	standard	30	0
DISEASE	hallucinosis	0	standard	18	0
DISEASE	hashimoto thyroiditis	1	standard	15	0
DISEASE	haverhill fever	1	standard	27	0
DISEASE	hay fever	1	standard	30	0
DISEASE	hbeag negative chronic hepatitis b infection	1	modified_disease	16	0
DISEASE	hbeag positive chronic hepatitis b infection	1	modified_disease	16	0
DISEASE	head and neck cancer	1	standard	56	0
DISEASE	head and neck neoplasms	0	standard	56	0
DISEASE	head and neck squamous cell carcinoma	1	standard	26	0
DISEASE	head injury	1	standard	39	0
DISEASE	headache	1	standard	11	0
DISEASE	headache disorder	1	standard	45	0
DISEASE	headache disorders	0	standard	45	0
DISEASE	headaches	1	standard	24	0
DISEASE	hearing loss, x-linked 1	1	MONDO	15	0
DISEASE	hearing loss, x-linked 4	0	MONDO	18	0
DISEASE	heart block	1	standard	16	0
DISEASE	heart disorder	1	standard	11	0
DISEASE	heart failure	1	standard	63	0
DISEASE	heart failure post myocardial infarction	1	standard	21	0
DISEASE	heart failure with left ventricular ejection fraction at least 40 percent	1	curated_standard_definition	41	0
DISEASE	heart failure with reduced ejection fraction	1	standard	14	0
DISEASE	heart valve disorder	1	standard	6	0
DISEASE	heartburn	1	standard	15	0
DISEASE	heavy menstrual bleeding associated with uterine fibroids	0	modified_disease	43	0
DISEASE	heavy metal poisoning	1	standard	46	0
DISEASE	heinz body anemia	0	standard	40	0
DISEASE	helicobacter pylori	1	standard	84	0
DISEASE	helicobacter pylori gastritis	1	standard	47	0
DISEASE	helicobacter pylori infection	0	standard	24	0
DISEASE	helicobacter pylori infection, susceptibility to	1	HPO	29	0
DISEASE	helicobacter pylori infectious disease	0	standard	47	0
DISEASE	helicobacter pylori-associated gastritis	0	standard	10	0
DISEASE	helminthiasis	1	standard	8	0
DISEASE	helminthiasis in cats	0	corrected_overlay	25	0
DISEASE	helminthiasis in cattle	0	corrected_overlay	23	0
DISEASE	heloma	0	standard	36	0
DISEASE	hemangioma	1	standard	44	0
DISEASE	hemarthrosis	1	standard	15	0
DISEASE	hematologic disorder	1	standard	6	0
DISEASE	hematoma	1	standard	18	0
DISEASE	hematopoietic subsyndrome of acute radiation syndrome	0	manual_modified_disease	20	0
DISEASE	heme oxygenase 1 deficiency	1	MONDO	15	0
DISEASE	hemochromatosis	1	standard	45	0
DISEASE	hemodialysis clotting	1	standard	36	0
DISEASE	hemofiltration clotting	1	standard	37	0
DISEASE	hemolysis	1	standard	19	0
DISEASE	hemolytic anemia	1	standard	21	0
DISEASE	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	0	MONDO	69	0
DISEASE	hemolytic anemia due to sickle cell disease	1	modified_disease	47	0
DISEASE	hemophagocytic lymphohistiocytosis or macrophage activation syndrome in still disease	1	curated_composite_definition	36	0
DISEASE	hemophagocytic syndrome	1	standard	19	0
DISEASE	hemophilia	1	standard	25	0
DISEASE	hemophilia a	1	standard	25	0
DISEASE	hemophilia b	1	standard	87	0
DISEASE	hemophilic arthropathy	0	standard	16	0
DISEASE	hemophilus influenza infection	0	standard	10	0
DISEASE	hemorrhage	1	standard	8	0
DISEASE	hemorrhage of the uterus following delivery of the placenta	1	standard	11	0
DISEASE	hemorrhagic cystitis	1	standard	48	0
DISEASE	hemorrhagic disease	0	standard	28	0
DISEASE	hemorrhagic disease of newborn	1	standard	6	0
DISEASE	hemorrhoid	1	standard	49	0
DISEASE	hemorrhoids	1	standard	49	0
DISEASE	heparin overdosage	1	standard	52	0
DISEASE	heparin overdose	1	standard	52	0
DISEASE	heparin-induced thrombocytopenia	1	standard	17	0
DISEASE	heparin-induced thrombocytopenia with thrombosis	1	standard	17	0
DISEASE	hepatic coma	1	standard	72	0
DISEASE	hepatic encephalopathy	1	standard	72	0
DISEASE	hepatic impairment	1	standard	72	0
DISEASE	hepatic injury	0	corrected_overlay	14	0
DISEASE	hepatic veno-occlusive disease	1	standard	41	0
DISEASE	hepatic veno-occlusive disease-immunodeficiency syndrome	1	standard	31	0
DISEASE	hepatitis (viral a)	0	corrected_overlay	13	0
DISEASE	hepatitis (viral b)	0	corrected_overlay	13	0
DISEASE	hepatitis (viral c)	0	corrected_overlay	13	0
DISEASE	hepatitis (viral d)	0	corrected_overlay	13	0
DISEASE	hepatitis a	1	standard	29	0
DISEASE	hepatitis b	1	standard	44	0
DISEASE	hepatitis b virus, susceptibility to	1	MONDO	16	0
DISEASE	hepatitis c	1	standard	55	0
DISEASE	hepatitis c induced liver cirrhosis	1	modified_disease	23	0
DISEASE	hepatitis d	1	standard	85	0
DISEASE	hepatocellular carcinoma (hcc)	1	alias_disease	175	0
DISEASE	hepatolenticular degeneration	1	standard	71	0
DISEASE	hepatomegaly	1	standard	4	0
DISEASE	hepatorenal syndrome	1	standard	43	0
DISEASE	hepatorenal syndrome type 1 (hrs 1)	1	modified_disease	37	0
DISEASE	her2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma	1	modified_disease	23	0
DISEASE	her2-receptor negative breast cancer	1	modified_disease	14	0
DISEASE	hereditary amyloidosis	1	modified_disease	16	0
DISEASE	hereditary angioedema	1	modified_disease	24	0
DISEASE	hereditary angioedema type 3	1	modified_disease	56	0
DISEASE	hereditary angioedema with c1inh deficiency	1	MedGen	151	0
DISEASE	hereditary angioneurotic edema	1	modified_disease	25	0
DISEASE	hereditary antithrombin deficiency	0	MONDO	62	0
DISEASE	hereditary attention deficit-hyperactivity disorder	0	MONDO	17	0
DISEASE	hereditary breast carcinoma	0	modified_disease	14	0
DISEASE	hereditary chronic pancreatitis	0	MONDO	56	0
DISEASE	hereditary coproporphyria	1	MedGen	149	0
DISEASE	hereditary cryohydrocytosis with reduced stomatin	1	modified_disease	38	0
DISEASE	hereditary endocrine growth disease	1	modified_disease	21	0
DISEASE	hereditary fructose intolerance	0	MONDO	49	0
DISEASE	hereditary hemophagocytic lymphohistiocytosis	1	modified_disease	39	0
DISEASE	hereditary hypercarotenemia and vitamin a deficiency	0	MONDO	35	0
DISEASE	hereditary orotic aciduria	1	modified_disease	21	0
DISEASE	hereditary palmoplantar keratoderma	1	modified_disease	39	0
DISEASE	hereditary papillary renal cell carcinoma	0	MONDO	42	0
DISEASE	hereditary progressive chorea without dementia	1	MONDO	16	0
DISEASE	hereditary retinoblastoma	1	MedGen	68	0
DISEASE	hereditary sensory and autonomic neuropathy type 1b	0	Orphanet	143	0
DISEASE	hereditary spastic paraplegia 2	0	MONDO	42	0
DISEASE	hereditary spastic paraplegia 4	0	MONDO	101	0
DISEASE	hereditary spastic paraplegia 6	0	MONDO	65	0
DISEASE	hereditary spastic paraplegia 7	0	MONDO	63	0
DISEASE	hereditary thrombophilia due to congenital protein c deficiency	1	modified_disease	37	0
DISEASE	hereditary transthyretin-mediated amyloidosis	1	modified_disease	25	0
DISEASE	hereditary tyrosinemia type 1	1	modified_disease	29	0
DISEASE	heritable pulmonary arterial hypertension	1	standard	15	0
DISEASE	hermansky-pudlak syndrome 1	0	MONDO	17	0
DISEASE	hermansky-pudlak syndrome 2	0	MONDO	17	0
DISEASE	hermansky-pudlak syndrome 3	0	MONDO	17	0
DISEASE	hermansky-pudlak syndrome 4	0	MONDO	17	0
DISEASE	hernia	1	standard	44	0
DISEASE	heroin dependence	1	standard	10	0
DISEASE	herpes labialis	1	standard	17	0
DISEASE	herpes simplex	1	standard	58	0
DISEASE	herpes simplex encephalitis	1	standard	87	0
DISEASE	herpes simplex keratitis	0	standard	34	0
DISEASE	herpes simplex virus keratitis	1	standard	34	0
DISEASE	herpes zoster	1	standard	67	0
DISEASE	herpes zoster keratitis	1	standard	60	0
DISEASE	herpesviridae infectious disease	0	standard	6	0
DISEASE	heterotopic ossification	0	standard	9	0
DISEASE	heterozygous familial hypercholesterolemia	0	corrected_overlay	26	0
DISEASE	hhh syndrome	1	standard	45	0
DISEASE	hhv-6 encephalitis	1	modified_disease	38	0
DISEASE	hhv8 infection	1	modified_disease	15	0
DISEASE	hiatus hernia	1	standard	15	0
DISEASE	hidradenitis suppurativa	0	MONDO	60	0
DISEASE	high grade b-cell lymphoma	1	modified_disease	56	0
DISEASE	high-grade b-cell lymphoma	1	modified_disease	56	0
DISEASE	high-grade neuroendocrine carcinoma of the cervix uteri	1	modified_disease	77	0
DISEASE	high-grade resectable non-metastatic osteosarcoma	0	corrected_overlay	8	0
DISEASE	high-risk neuroblastoma	1	curated_standard_definition	32	0
DISEASE	hip fracture	1	standard	55	0
DISEASE	hirsutism	1	standard	55	0
DISEASE	histidinemia	0	MONDO	22	0
DISEASE	histiocytic and dendritic cell neoplasm	1	standard	62	0
DISEASE	histiocytic lymphoma	1	standard	48	0
DISEASE	histoplasmosis	1	standard	8	0
DISEASE	hiv associated adipose redistribution syndrome	1	standard	11	0
DISEASE	hiv associated diarrhea	0	standard	17	0
DISEASE	hiv infection	1	standard	22	0
DISEASE	hiv infections	0	standard	22	0
DISEASE	hiv pre-exposure prophylaxis	1	curated_indication_definition	29	0
DISEASE	hiv wasting syndrome	1	standard	67	0
DISEASE	hiv-1 infection	1	modified_disease	20	0
DISEASE	hiv-associated lipodystrophy	0	standard	35	0
DISEASE	hodgkin disease	1	standard	41	0
DISEASE	hodgkin's disease	1	standard	41	0
DISEASE	hodgkin's lymphoma	1	standard	41	0
DISEASE	hodgkin's lymphoma, lymphocytic-histiocytic predominance	0	standard	35	0
DISEASE	hodgkin's lymphoma, mixed cellularity	0	standard	27	0
DISEASE	holmes-adie syndrome	0	MONDO	38	0
DISEASE	holoprosencephaly 2	0	MONDO	21	0
DISEASE	holoprosencephaly 3	0	MONDO	16	0
DISEASE	holoprosencephaly 4	0	MONDO	23	0
DISEASE	holoprosencephaly 5	0	MONDO	8	0
DISEASE	holoprosencephaly 7	0	MONDO	16	0
DISEASE	holoprosencephaly 9	0	MONDO	16	0
DISEASE	holt-oram syndrome	0	MONDO	26	0
DISEASE	homocystinuria	1	standard	77	0
DISEASE	homocystinuria due to methylene tetrahydrofolate reductase deficiency	1	modified_disease	27	0
DISEASE	homozygous cystinuria	1	modified_disease	23	0
DISEASE	homozygous familial hypercholesterolemia	1	modified_disease	75	0
DISEASE	homozygous familial sitosterolemia	1	modified_disease	25	0
DISEASE	hookworm infections	0	standard	27	0
DISEASE	hookworm infectious disease	0	standard	19	0
DISEASE	hordeolum	1	standard	23	0
DISEASE	hormone receptor-negative (her2-) breast cancer	1	modified_disease	16	0
DISEASE	hormone receptor-positive (her2+) breast cancer	1	modified_disease	16	0
DISEASE	hormone receptor-positive (her2+) gastric adenocarcinoma	1	modified_disease	20	0
DISEASE	hormone receptor-positive breast cancer	1	modified_disease	41	0
DISEASE	hormone refractory metastatic prostate cancer	0	corrected_overlay	11	0
DISEASE	hormone refractory prostate cancer	0	corrected_overlay	7	0
DISEASE	hormone-refractory prostate cancer	0	corrected_overlay	7	0
DISEASE	hospital acquired pneumonia	1	standard	29	0
DISEASE	hot flashes	1	standard	19	0
DISEASE	hpv positive with high grade squamous intraepithelial lesions	1	modified_disease	23	0
DISEASE	hsd10 mitochondrial disease	0	MONDO	16	0
DISEASE	human african trypanosomiasis	0	standard	76	0
DISEASE	human herpesvirus 1 positive	1	modified_disease	32	0
DISEASE	human herpesvirus 2 positive	1	modified_disease	32	0
DISEASE	human immunodeficiency virus (hiv)	1	alias_disease	59	0
DISEASE	human immunodeficiency virus type 1 (hiv-1)	1	modified_disease	22	0
DISEASE	human papillomavirus (hpv)	1	alias_disease	37	0
DISEASE	human papillomavirus (hpv) type 31	1	modified_disease	21	0
DISEASE	human papillomavirus (hpv) type 33	1	modified_disease	21	0
DISEASE	human papillomavirus (hpv) type 45	1	modified_disease	21	0
DISEASE	human papillomavirus (hpv) type 52	1	modified_disease	21	0
DISEASE	human papillomavirus (hpv) type 58	1	modified_disease	21	0
DISEASE	human papillomavirus type-11 (hpv-11)	1	modified_disease	21	0
DISEASE	human papillomavirus type-16 (hpv-16)	1	modified_disease	21	0
DISEASE	human papillomavirus type-18 (hpv-18)	1	modified_disease	21	0
DISEASE	human papillomavirus type-6 (hpv-6)	1	modified_disease	21	0
DISEASE	humoral hypercalcemia of malignancy	0	standard	70	0
DISEASE	hunter syndrome	1	standard	55	0
DISEASE	huntington disease	1	standard	92	0
DISEASE	huntington's chorea	1	standard	92	0
DISEASE	huntington's disease	1	standard	92	0
DISEASE	hurler syndrome	1	standard	51	0
DISEASE	hurler-scheie syndrome	1	standard	51	0
DISEASE	hutchinson-gilford progeria syndrome	1	MedGen	158	0
DISEASE	hydatid disease	1	standard	28	0
DISEASE	hydatidiform mole	1	standard	44	0
DISEASE	hydatidiform mole, recurrent, 1	0	MONDO	18	0
DISEASE	hydrocephalus, nonsyndromic, autosomal recessive 1	1	MedGen	151	0
DISEASE	hymenolepiasis	1	standard	7	0
DISEASE	hyperaldosteronism	1	standard	22	0
DISEASE	hyperalphalipoproteinemia	1	standard	31	0
DISEASE	hyperammonemia	1	standard	21	0
DISEASE	hyperammonemia due to n-acetylglutamate synthase deficiency	1	modified_disease	22	0
DISEASE	hyperammonemic encephalopathy	0	corrected_overlay	15	0
DISEASE	hyperbilirubinemia	1	standard	37	0
DISEASE	hyperbiliverdinemia	0	MONDO	55	0
DISEASE	hypercalcemia	1	standard	8	0
DISEASE	hypercalcemia in patients with parathyroid carcinoma	1	modified_disease	23	0
DISEASE	hypercalcemia, infantile, 1	1	MONDO	13	0
DISEASE	hypercalciuria	1	standard	14	0
DISEASE	hypercapnia	1	standard	15	0
DISEASE	hypercarotenemia and vitamin a deficiency, autosomal recessive	1	MONDO	35	0
