row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
4342	8568	DISEASE	schizophrenia 4	schizophrenia 4	Schizophrenia 4	MedGen	16
4343	8583	DISEASE	schizophrenia 5	schizophrenia 5	Schizophrenia 5	MedGen	12
4344	8582	DISEASE	schizophrenia 6	schizophrenia 6	schizophrenia 6	MONDO	16
4345	8584	DISEASE	schizophrenia 7	schizophrenia 7	Schizophrenia 7	MedGen	16
4346	8585	DISEASE	schizophrenia 8	schizophrenia 8	Schizophrenia 8	MedGen	16
4347	8596	DISEASE	schizophrenia 9	schizophrenia 9	Schizophrenia 9	MedGen	14
4348	8849	DISEASE	Schnyder corneal dystrophy	schnyder corneal dystrophy	Schnyder corneal dystrophy	MONDO	29
4349	8539	DISEASE	Schwartz-Jampel syndrome type 1	schwartz-jampel syndrome type 1	Schwartz-Jampel syndrome type 1	MedGen	88
4350	5797	DISEASE	sciatica	sciatica	Sciatica	standard	49
4351	5798	DISEASE	scleral disease	scleral disease	Scleral Diseases	standard	19
4352	5799	DISEASE	scleritis	scleritis	Scleritis	standard	110
4353	5800	DISEASE	scleroderma	scleroderma	scleroderma	standard	49
4354	5801	DISEASE	scorpion envenomation	scorpion envenomation	Scorpion Stings	standard	12
4355	9042	DISEASE	Scott syndrome	scott syndrome	Scott syndrome	MONDO	19
4356	5802	DISEASE	scrapes	scrapes	abrasion	corrected_overlay	23
4357	5803	DISEASE	scrotal pruritus	scrotal pruritus	Pruritus	corrected_overlay	9
4358	5804	DISEASE	scrub typhus	scrub typhus	Scrub Typhus	standard	51
4359	5805	DISEASE	scurvy	scurvy	Scurvy	standard	50
4360	5806	DISEASE	seasonal affective disorder	seasonal affective disorder	Seasonal Affective Disorder	standard	57
4361	5807	DISEASE	seasonal allergic conjunctivitis	seasonal allergic conjunctivitis	seasonal allergic conjunctivitis	corrected_overlay	10
4362	5808	DISEASE	seasonal allergic rhinitis	seasonal allergic rhinitis	Rhinitis, Allergic, Seasonal	standard	30
4363	5809	DISEASE	seborrheic dermatitis	seborrheic dermatitis	Dermatitis, Seborrheic	standard	48
4364	5810	DISEASE	seborrheic keratosis	seborrheic keratosis	Keratosis, Seborrheic	standard	29
4365	5811	DISEASE	second-degree burns	second-degree burns	second-degree atrioventricular block	standard	10
4366	5812	DISEASE	secondarily generalized seizures	secondarily generalized seizures	benign partial epilepsy with secondarily generalized seizures in infancy	standard	59
4367	5813	DISEASE	secondary adrenal insufficiency	secondary adrenal insufficiency	secondary adrenal insufficiency	standard	31
4368	5814	DISEASE	secondary adrenocortical insufficiency	secondary adrenocortical insufficiency	adrenocortical insufficiency	standard	56
4369	5815	DISEASE	secondary amenorrhea	secondary amenorrhea	secondary amenorrhea	standard	40
4370	5816	DISEASE	secondary glaucoma	secondary glaucoma	Glaucoma, Open-Angle	standard	24
4371	5817	DISEASE	secondary headache	secondary headache	Headache Disorders, Secondary	standard	26
4372	5818	DISEASE	secondary hyperparathyroidism	secondary hyperparathyroidism	Hyperparathyroidism, Secondary	standard	37
4373	5819	DISEASE	secondary hyperparathyroidism of renal origin	secondary hyperparathyroidism of renal origin	secondary hyperparathyroidism	standard	13
4374	5820	DISEASE	secondary hypothyroidism	secondary hypothyroidism	Hypothyroidism	standard	55
4375	5821	DISEASE	secondary infections	secondary infections	Coinfection	standard	29
4376	7586	DISEASE	secondary progressive multiple sclerosis	secondary progressive multiple sclerosis	Multiple Sclerosis	modified_disease	24
4377	5822	DISEASE	secondary skin infections	secondary skin infections	secondary syphilis	standard	44
4378	5823	DISEASE	secondary syphilis	secondary syphilis	secondary syphilis	standard	31
4379	5824	DISEASE	secretory diarrhea	secretory diarrhea	secretory diarrhea	standard	14
4380	5825	DISEASE	seizure cluster	seizure cluster	cluster headache syndrome	standard	23
4381	5826	DISEASE	seizures	seizures	Seizures	standard	39
4382	7728	DISEASE	seizures, benign familial neonatal, 1	seizures, benign familial neonatal, 1	seizures, benign familial neonatal, 1	MONDO	18
4383	7729	DISEASE	seizures, benign familial neonatal, 2	seizures, benign familial neonatal, 2	seizures, benign familial neonatal, 2	MONDO	18
4384	7934	DISEASE	seizures, benign familial neonatal, 3	seizures, benign familial neonatal, 3	Seizures	MeSH	39
4385	5827	DISEASE	selenium deficiency	selenium deficiency	Selenium deficiency	corrected_overlay	11
4386	5828	DISEASE	selenium poisoning	selenium poisoning	poisoning / intoxication	corrected_overlay	8
4387	7742	DISEASE	self-limited childhood occipital epilepsy	self-limited childhood occipital epilepsy	self-limited childhood occipital epilepsy	MONDO	79
4388	8444	DISEASE	self-limited epilepsy with centrotemporal spikes	self-limited epilepsy with centrotemporal spikes	Benign Rolandic epilepsy	MedGen	198
4389	8566	DISEASE	semantic dementia	semantic dementia	Frontotemporal dementia with parkinsonism-17	MedGen	18
4390	7827	DISEASE	Sengers syndrome	sengers syndrome	Sengers syndrome	MONDO	25
4391	5829	DISEASE	senile pruritus	senile pruritus	Pruritus	corrected_overlay	13
4392	7919	DISEASE	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	MONDO	46
4393	5830	DISEASE	sensory peripheral neuropathy	sensory peripheral neuropathy	sensory peripheral neuropathy	standard	7
4394	5831	DISEASE	sepsis	sepsis	Sepsis	standard	44
4395	5832	DISEASE	septic abortion	septic abortion	Abortion, Septic	standard	28
4396	5833	DISEASE	septic arthritis	septic arthritis	Arthritis, Infectious	standard	10
4397	5834	DISEASE	septic shock	septic shock	Shock, Septic	standard	28
4398	5835	DISEASE	septicemic plague	septicemic plague	Plague	standard	38
4399	5836	DISEASE	serious respiratory tract infections	serious respiratory tract infections	respiratory tract infectious disorder	standard	15
4400	5837	DISEASE	serratia infections	serratia infections	Serratia Infections	standard	7
4401	5838	DISEASE	serratia marcescens infection	serratia marcescens infection	Serratia marcescens	standard	22
4402	5839	DISEASE	serum sickness	serum sickness	Serum Sickness	standard	43
4403	7587	DISEASE	severe acne	severe acne	Pyogenic arthritis, pyoderma gangrenosum, and acne	modified_disease	22
4404	7588	DISEASE	severe active rheumatoid arthritis	severe active rheumatoid arthritis	rheumatoid arthritis	modified_disease	23
4405	9536	DISEASE	severe alopecia areata	severe alopecia areata	Severe Alopecia Areata	curated_standard_definition	33
4406	7589	DISEASE	severe anxiety	severe anxiety	anxiety disorder	modified_disease	18
4407	7590	DISEASE	severe aplastic anemia	severe aplastic anemia	Severe Aplastic Anemia	modified_disease	18
4408	7591	DISEASE	severe asthma	severe asthma	asthma	modified_disease	44
4409	7592	DISEASE	severe combined immunodeficiency	severe combined immunodeficiency	Severe Combined Immunodeficiency	modified_disease	28
4410	7593	DISEASE	severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency	severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	modified_disease	43
4411	7594	DISEASE	severe congenital neutropenia	severe congenital neutropenia	severe congenital neutropenia	NCI Thesaurus	67
4412	7595	DISEASE	severe congenital protein c deficiency	severe congenital protein c deficiency	hereditary thrombophilia due to congenital protein C deficiency	modified_disease	34
4413	7596	DISEASE	severe dehydration	severe dehydration	dehydration	modified_disease	22
4414	7597	DISEASE	severe dementia	severe dementia	Dementia	MeSH	33
4415	9488	DISEASE	severe dermatitis-multiple allergies-metabolic wasting syndrome	severe dermatitis-multiple allergies-metabolic wasting syndrome	severe dermatitis-multiple allergies-metabolic wasting syndrome	MONDO	16
4416	7598	DISEASE	severe diarrhea	severe diarrhea	secretory diarrhea	modified_disease	20
4417	7599	DISEASE	severe eosinophilic asthma	severe eosinophilic asthma	Asthma	modified_disease	25
4418	7600	DISEASE	severe erythema multiforme (stevens-johnson syndrome)	severe erythema multiforme (stevens-johnson syndrome)	Erythema Multiforme	modified_disease	43
4419	7601	DISEASE	severe hemophilia a (congenital factor viii deficiency)	severe hemophilia a (congenital factor viii deficiency)	Hemophilia A	modified_disease	25
4420	7602	DISEASE	severe hypoglycaemia	severe hypoglycaemia	Hypoglycemia	modified_disease	14
4421	7603	DISEASE	severe hypoglycemia	severe hypoglycemia	Hypoglycemia	modified_disease	14
4422	7693	DISEASE	severe infections caused by susceptible strains of methicillin-resistant staphylococci	severe infections caused by susceptible strains of methicillin-resistant staphylococci	Staphylococcal Infections / Methicillin-Resistant Staphylococcus aureus	manual_modified_disease	26
4423	7604	DISEASE	severe insulin resistance	severe insulin resistance	insulin-resistance syndrome type A	modified_disease	40
4424	7605	DISEASE	severe liver disease	severe liver disease	Severe Liver Disease	modified_disease	22
4425	7606	DISEASE	severe malaria	severe malaria	Severe Malaria	modified_disease	35
4426	7607	DISEASE	severe pain	severe pain	Severe Extremity Pain	modified_disease	28
4427	7608	DISEASE	severe primary insulin-like growth factor deficiency (igf)	severe primary insulin-like growth factor deficiency (igf)	Primary insulin-like growth factor-1 deficiency	corrected_overlay	10
4428	7609	DISEASE	severe recalcitrant nodular acne	severe recalcitrant nodular acne	acne	modified_disease	27
4429	7610	DISEASE	severe recalcitrant plaque psoriasis	severe recalcitrant plaque psoriasis	psoriasis	modified_disease	28
4430	7611	DISEASE	severe seborrheic dermatitis of the scalp	severe seborrheic dermatitis of the scalp	seborrheic infantile dermatitis	modified_disease	21
4431	7612	DISEASE	severe sepsis	severe sepsis	Sepsis	modified_disease	17
4432	7613	DISEASE	severe vision loss	severe vision loss	blindness	modified_disease	18
4433	9102	DISEASE	severe X-linked mitochondrial encephalomyopathy	severe x-linked mitochondrial encephalomyopathy	severe X-linked mitochondrial encephalomyopathy	MONDO	34
4434	5840	DISEASE	severely active ulcerative colitis	severely active ulcerative colitis	ulcerative colitis	standard	43
4435	5841	DISEASE	sexual dysfunction	sexual dysfunction	physiological sexual disorder	standard	13
4436	5842	DISEASE	sezary syndrome	sezary syndrome	Sezary Syndrome	standard	30
4437	5843	DISEASE	sheehan syndrome	sheehan syndrome	Hypopituitarism	standard	46
4438	5844	DISEASE	shift work disorder	shift work disorder	circadian rhythm sleep disorder, shift work type	standard	42
4439	5845	DISEASE	shigellosis	shigellosis	Dysentery, Bacillary	standard	48
4440	5846	DISEASE	shivering	shivering	Shivering	standard	20
4441	5847	DISEASE	shock	shock	Shock	standard	12
4442	5848	DISEASE	short bowel syndrome	short bowel syndrome	Short Bowel Syndrome	standard	19
4443	5849	DISEASE	short stature	short stature	short stature	standard	33
4444	5850	DISEASE	short stature homeobox deficiency	short stature homeobox deficiency	Short Stature Homeobox Deficiency	standard	42
4445	5851	DISEASE	shox-related short stature	shox-related short stature	SHOX-related short stature	standard	115
4446	5852	DISEASE	shunt infection	shunt infection	congenital portosystemic shunt	standard	79
4447	9036	DISEASE	Shwachman-Diamond syndrome 1	shwachman-diamond syndrome 1	Shwachman-Diamond syndrome 1	MONDO	18
4448	5853	DISEASE	sialorrhea	sialorrhea	Sialorrhea	standard	3
4449	9059	DISEASE	sialuria	sialuria	sialuria	MONDO	59
4450	5854	DISEASE	sicca syndrome	sicca syndrome	Sjogren's Syndrome	standard	57
4451	5855	DISEASE	sickle cell anemia	sickle cell anemia	Anemia, Sickle Cell	standard	26
4452	5856	DISEASE	sickle cell disease	sickle cell disease	Anemia, Sickle Cell	standard	26
4453	8948	DISEASE	sideroblastic anemia 2	sideroblastic anemia 2	sideroblastic anemia 2	MONDO	14
4454	5857	DISEASE	silicosis	silicosis	Silicosis	standard	26
4455	5858	DISEASE	simple (nontoxic) goiter	simple (nontoxic) goiter	Euthyroid Goiter	standard	40
4456	5859	DISEASE	simple obesity	simple obesity	Exogenous Obesity	standard	9
4457	5860	DISEASE	sinus tachycardia	sinus tachycardia	Tachycardia, Sinus	standard	44
4458	5861	DISEASE	sinusitis	sinusitis	Sinusitis	standard	13
4459	6435	DISEASE	sinusoidal obstruction syndrome (sos)	sinusoidal obstruction syndrome (sos)	Hepatic Veno-Occlusive Disease	alias_disease	18
4460	5862	DISEASE	sitosterolemia	sitosterolemia	sitosterolemia	standard	52
4461	8514	DISEASE	sitosterolemia 1	sitosterolemia 1	Sitosterolemia 1	MedGen	154
4462	8548	DISEASE	Sjogren syndrome	sjogren syndrome	Sjogren syndrome	MedGen	36
4463	5863	DISEASE	sjogren's syndrome	sjogren's syndrome	Sjogren's Syndrome	standard	57
4464	8549	DISEASE	Sjogren-Larsson syndrome	sjogren-larsson syndrome	Sjögren-Larsson syndrome	MedGen	37
4465	9324	DISEASE	skeletal defects, genital hypoplasia, and intellectual disability	skeletal defects, genital hypoplasia, and intellectual disability	skeletal defects, genital hypoplasia, and intellectual disability	MONDO	18
4466	5864	DISEASE	skeletal muscle relaxation	skeletal muscle relaxation	skeletal muscle relaxation	corrected_overlay	28
4467	5865	DISEASE	skin abscess	skin abscess	dermal abscess	standard	53
4468	5866	DISEASE	skin and skin structure infections	skin and skin structure infections	Skin	standard	21
4469	5867	DISEASE	skin basal cell carcinoma	skin basal cell carcinoma	skin basal cell carcinoma	standard	111
4470	5868	DISEASE	skin cancer	skin cancer	Skin Neoplasms	standard	6
4471	5869	DISEASE	skin carcinoma in situ	skin carcinoma in situ	skin carcinoma in situ	standard	10
4472	5870	DISEASE	skin diseases	skin diseases	Skin Diseases	standard	6
4473	7614	DISEASE	skin diseases, bacterial	skin diseases, bacterial	Skin Diseases, Bacterial	modified_disease	17
4474	5871	DISEASE	skin disorder	skin disorder	skin disorder	standard	25
4475	5872	DISEASE	skin fissure	skin fissure	Skin Fissure	standard	6
4476	5873	DISEASE	skin infection	skin infection	skin infection	standard	55
4477	5874	DISEASE	skin irritation	skin irritation	Skin Irritation	standard	26
4478	5875	DISEASE	skin lesions	skin lesions	skin lesion	corrected_overlay	17
4479	5876	DISEASE	skin melanoma	skin melanoma	cutaneous melanoma	standard	40
4480	5877	DISEASE	skin neoplasm	skin neoplasm	Skin Neoplasms	standard	6
4481	5878	DISEASE	skin pigmentation	skin pigmentation	Skin Pigmentation	standard	4
4482	5879	DISEASE	skin squamous cell carcinoma	skin squamous cell carcinoma	skin squamous cell carcinoma	standard	28
4483	7615	DISEASE	skin squamous cell carcinoma metastatic	skin squamous cell carcinoma metastatic	skin squamous cell carcinoma	corrected_overlay	9
4484	5880	DISEASE	skin ulcer	skin ulcer	Skin Ulcer	standard	8
4485	5881	DISEASE	skin ulcers	skin ulcers	Skin Ulcer	standard	8
4486	5882	DISEASE	skin wrinkling	skin wrinkling	Skin Aging	standard	41
4487	5883	DISEASE	sleep onset insomnia	sleep onset insomnia	Sleep onset insomnia	standard	23
4488	5884	DISEASE	sleep-onset insomnia	sleep-onset insomnia	Sleep onset insomnia	standard	23
4489	5885	DISEASE	sly syndrome	sly syndrome	Mucopolysaccharidosis VII	standard	22
4490	5886	DISEASE	sm-ahnmd	sm-ahnmd	systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	standard	26
4491	5887	DISEASE	small bowel bacterial overgrowth syndrome	small bowel bacterial overgrowth syndrome	small intestinal bacterial overgrowth	standard	35
4492	7616	DISEASE	small cell lung cancer (sclc)	small cell lung cancer (sclc)	Carcinoma, Non-Small-Cell Lung	modified_disease	31
4493	7617	DISEASE	small cell lung carcinoma	small cell lung carcinoma	Small Cell Lung Carcinoma	modified_disease	42
4494	5888	DISEASE	small intestinal bacterial overgrowth	small intestinal bacterial overgrowth	small intestinal bacterial overgrowth	standard	35
4495	5889	DISEASE	small intestine cancer	small intestine cancer	small intestine cancer	standard	10
4496	5890	DISEASE	small intestine neuroendocrine neoplasm	small intestine neuroendocrine neoplasm	small intestine neuroendocrine neoplasm	standard	28
4497	6436	DISEASE	small lymphocytic lymphoma (sll)	small lymphocytic lymphoma (sll)	chronic lymphocytic leukemia/small lymphocytic lymphoma	alias_disease	10
4498	5891	DISEASE	smallpox	smallpox	Smallpox	standard	33
4499	5892	DISEASE	smallpox infection	smallpox infection	smallpox	standard	17
4500	9060	DISEASE	Smith-Lemli-Opitz syndrome	smith-lemli-opitz syndrome	Smith-Lemli-Opitz syndrome	MONDO	14
4501	8495	DISEASE	Smith-Magenis syndrome	smith-magenis syndrome	Smith-Magenis syndrome	MedGen	194
4502	5893	DISEASE	smoking cessation behavior	smoking cessation behavior	Smoking cessation behavior	standard	6
4503	5894	DISEASE	smooth muscle spasms	smooth muscle spasms	smooth muscle spasm	corrected_overlay	11
4504	5895	DISEASE	snake bites	snake bites	Snake Bites	standard	51
4505	5896	DISEASE	sneezing	sneezing	Sneezing	standard	24
4506	5897	DISEASE	social anxiety disorder	social anxiety disorder	Phobia, Social	standard	17
4507	5898	DISEASE	social phobia	social phobia	Phobia, Social	standard	17
4508	6437	DISEASE	sodium deficiency (disorder)	sodium deficiency (disorder)	hyponatremia	corrected_overlay	27
4509	5899	DISEASE	sodium retention	sodium retention	urinary retention	standard	21
4510	5900	DISEASE	soft tissue infection	soft tissue infection	Soft Tissue Infections	standard	74
4511	5901	DISEASE	soft tissue infections	soft tissue infections	Soft Tissue Infections	standard	74
4512	5902	DISEASE	soft tissue neoplasm	soft tissue neoplasm	Soft Tissue Neoplasms	standard	34
4513	5903	DISEASE	soft tissue sarcoma	soft tissue sarcoma	Sarcoma	standard	15
4514	5904	DISEASE	solar dermatitis	solar dermatitis	solar urticaria	standard	33
4515	5905	DISEASE	solar lentigines	solar lentigines	solar lentigines	corrected_overlay	21
4516	5906	DISEASE	solar lentigo	solar lentigo	Solar Lentigo	standard	53
4517	5907	DISEASE	solid neoplasm	solid neoplasm	Solid Neoplasm	standard	59
4518	5908	DISEASE	solid tumors	solid tumors	Response Evaluation Criteria in Solid Tumors	standard	54
4519	5909	DISEASE	somnolence	somnolence	Sleepiness	standard	4
4520	5910	DISEASE	sore mouth	sore mouth	oral soreness	corrected_overlay	27
4521	5911	DISEASE	soreness	soreness	Have Vaginal Soreness Question	standard	11
4522	8845	DISEASE	Sotos syndrome	sotos syndrome	Sotos syndrome	MONDO	29
4523	5912	DISEASE	sour stomach	sour stomach	acid indigestion	corrected_overlay	24
4524	5913	DISEASE	spasm	spasm	Spasm	standard	18
4525	8829	DISEASE	spastic ataxia 1	spastic ataxia 1	spastic ataxia 1	MONDO	19
4526	9293	DISEASE	spastic ataxia 2	spastic ataxia 2	spastic ataxia 2	MONDO	71
4527	9296	DISEASE	spastic ataxia 3	spastic ataxia 3	spastic ataxia 3	MONDO	19
4528	9375	DISEASE	spastic ataxia 4	spastic ataxia 4	spastic ataxia 4	MONDO	19
4529	9445	DISEASE	spastic ataxia 5	spastic ataxia 5	spastic ataxia 5	MONDO	64
4530	5914	DISEASE	spastic constipation	spastic constipation	constipation disorder	standard	9
4531	7894	DISEASE	spastic paraparesis-deafness syndrome	spastic paraparesis-deafness syndrome	spastic paraparesis-deafness syndrome	MONDO	22
4532	5915	DISEASE	spastic paraplegia	spastic paraplegia	Paraplegia	standard	45
4533	7954	DISEASE	spastic paraplegia and Evans syndrome	spastic paraplegia and evans syndrome	Spastic paraplegia and Evans syndrome	MedGen	13
4534	7805	DISEASE	spastic paraplegia, optic atrophy, and dementia	spastic paraplegia, optic atrophy, and dementia	Spastic paraplegia	HPO	19
4535	5916	DISEASE	spasticity	spasticity	spasticity	standard	31
4536	5917	DISEASE	spatial memory disorder	spatial memory disorder	Memory Disorders	standard	38
4537	9482	DISEASE	specific language impairment 5	specific language impairment 5	specific language impairment 5	MONDO	10
4538	9206	DISEASE	spermatogenic failure 3	spermatogenic failure 3	spermatogenic failure 3	MONDO	16
4539	7878	DISEASE	spermatogenic failure 4	spermatogenic failure 4	spermatogenic failure 4	MONDO	16
4540	9004	DISEASE	spermatogenic failure 5	spermatogenic failure 5	spermatogenic failure 5	MONDO	50
4541	9340	DISEASE	spermatogenic failure 7	spermatogenic failure 7	spermatogenic failure 7	MONDO	14
4542	9409	DISEASE	spermatogenic failure 8	spermatogenic failure 8	spermatogenic failure 8	MONDO	16
4543	9410	DISEASE	spermatogenic failure 9	spermatogenic failure 9	spermatogenic failure 9	MONDO	16
4544	5918	DISEASE	spina bifida	spina bifida	Spinal Dysraphism	standard	95
4545	5919	DISEASE	spinal cord compression	spinal cord compression	Spinal Cord Compression	standard	51
4546	5920	DISEASE	spinal cord disorder	spinal cord disorder	Spinal Cord Diseases	standard	34
4547	5921	DISEASE	spinal cord injury	spinal cord injury	Spinal Cord Injuries	standard	19
4548	5922	DISEASE	spinal muscular atrophy	spinal muscular atrophy	Muscular Atrophy, Spinal	standard	59
4549	6438	DISEASE	spinal muscular atrophy (sma)	spinal muscular atrophy (sma)	proximal spinal muscular atrophy	alias_disease	35
4550	7618	DISEASE	spinal muscular atrophy, type 1	spinal muscular atrophy, type 1	spinal muscular atrophy, type 1	modified_disease	85
4551	5923	DISEASE	spinal muscular atrophy, type ii	spinal muscular atrophy, type ii	Spinal Muscular Atrophies of Childhood	standard	70
4552	5924	DISEASE	spinal muscular atrophy, type iii	spinal muscular atrophy, type iii	Spinal Muscular Atrophies of Childhood	standard	70
4553	8473	DISEASE	spinocerebellar ataxia 7	spinocerebellar ataxia 7	Spinocerebellar ataxia 7	MedGen	147
4554	8472	DISEASE	spinocerebellar ataxia type 1	spinocerebellar ataxia type 1	Spinocerebellar ataxia 51	MedGen	82
4555	9170	DISEASE	spinocerebellar ataxia type 10	spinocerebellar ataxia type 10	spinocerebellar ataxia type 10	MONDO	37
4556	9182	DISEASE	spinocerebellar ataxia type 11	spinocerebellar ataxia type 11	spinocerebellar ataxia type 11	MONDO	31
4557	9180	DISEASE	spinocerebellar ataxia type 12	spinocerebellar ataxia type 12	spinocerebellar ataxia type 12	MONDO	45
4558	9190	DISEASE	spinocerebellar ataxia type 13	spinocerebellar ataxia type 13	spinocerebellar ataxia type 13	MONDO	41
4559	9192	DISEASE	spinocerebellar ataxia type 14	spinocerebellar ataxia type 14	spinocerebellar ataxia type 14	MONDO	30
4560	8613	DISEASE	spinocerebellar ataxia type 17	spinocerebellar ataxia type 17	Spinocerebellar ataxia type 17	MedGen	98
4561	9215	DISEASE	spinocerebellar ataxia type 19/22	spinocerebellar ataxia type 19/22	spinocerebellar ataxia type 19/22	MONDO	44
4562	8498	DISEASE	spinocerebellar ataxia type 2	spinocerebellar ataxia type 2	Spinocerebellar ataxia type 2	MedGen	57
4563	9218	DISEASE	spinocerebellar ataxia type 21	spinocerebellar ataxia type 21	spinocerebellar ataxia type 21	MONDO	38
4564	9263	DISEASE	spinocerebellar ataxia type 23	spinocerebellar ataxia type 23	spinocerebellar ataxia type 23	MONDO	35
4565	9246	DISEASE	spinocerebellar ataxia type 26	spinocerebellar ataxia type 26	spinocerebellar ataxia type 26	MONDO	34
4566	9247	DISEASE	spinocerebellar ataxia type 27	spinocerebellar ataxia type 27	spinocerebellar ataxia type 27	MONDO	32
4567	9264	DISEASE	spinocerebellar ataxia type 28	spinocerebellar ataxia type 28	spinocerebellar ataxia type 28	MONDO	35
4568	8844	DISEASE	spinocerebellar ataxia type 29	spinocerebellar ataxia type 29	spinocerebellar ataxia type 29	MONDO	33
4569	8842	DISEASE	spinocerebellar ataxia type 31	spinocerebellar ataxia type 31	spinocerebellar ataxia type 31	MONDO	47
4570	9405	DISEASE	spinocerebellar ataxia type 35	spinocerebellar ataxia type 35	spinocerebellar ataxia type 35	MONDO	37
4571	9423	DISEASE	spinocerebellar ataxia type 36	spinocerebellar ataxia type 36	spinocerebellar ataxia type 36	MONDO	34
4572	8564	DISEASE	spinocerebellar ataxia type 4	spinocerebellar ataxia type 4	Spinocerebellar ataxia type 4	MedGen	151
4573	8565	DISEASE	spinocerebellar ataxia type 5	spinocerebellar ataxia type 5	Spinocerebellar ataxia type 5	MedGen	13
4574	8497	DISEASE	spinocerebellar ataxia type 6	spinocerebellar ataxia type 6	Spinocerebellar ataxia type 6	MedGen	110
4575	5925	DISEASE	spirochaetales infections	spirochaetales infections	Spirochaetales Infections	standard	7
4576	5926	DISEASE	splenomegaly	splenomegaly	Splenomegaly	standard	4
4577	8436	DISEASE	spondyloarthropathy, susceptibility to, 1	spondyloarthropathy, susceptibility to, 1	spondyloarthropathy, susceptibility to, 1	MONDO	18
4578	7885	DISEASE	spondyloepimetaphyseal dysplasia, Bieganski type	spondyloepimetaphyseal dysplasia, bieganski type	spondyloepimetaphyseal dysplasia, Bieganski type	MONDO	67
4579	8563	DISEASE	spondyloepiphyseal dysplasia tarda, X-linked	spondyloepiphyseal dysplasia tarda, x-linked	Spondyloepiphyseal dysplasia tarda, X-linked	MedGen	64
4580	9061	DISEASE	spondyloperipheral dysplasia	spondyloperipheral dysplasia	spondyloperipheral dysplasia	MONDO	41
4581	9205	DISEASE	spongiform encephalopathy with neuropsychiatric features	spongiform encephalopathy with neuropsychiatric features	spongiform encephalopathy with neuropsychiatric features	MONDO	16
4582	5927	DISEASE	sporotrichosis	sporotrichosis	Sporotrichosis	standard	35
4583	5928	DISEASE	sprain	sprain	Sprains and Strains	standard	51
4584	5929	DISEASE	sprue	sprue	Celiac Disease	standard	37
4585	5930	DISEASE	squamous cell carcinoma	squamous cell carcinoma	Carcinoma, Squamous Cell	standard	26
4586	5931	DISEASE	squamous cell carcinoma of buccal mucosa	squamous cell carcinoma of buccal mucosa	squamous cell carcinoma of buccal mucosa	standard	9
4587	5932	DISEASE	squamous cell carcinoma of lip	squamous cell carcinoma of lip	squamous cell carcinoma of lip	standard	8
4588	5933	DISEASE	squamous cell carcinoma of penis	squamous cell carcinoma of penis	squamous cell carcinoma of penis	standard	95
4589	5934	DISEASE	squamous cell carcinoma, vulva	squamous cell carcinoma, vulva	vulvar squamous cell carcinoma	standard	107
4590	5935	DISEASE	squamous cell lung carcinoma	squamous cell lung carcinoma	squamous cell lung carcinoma	standard	22
4591	5936	DISEASE	st-elevation myocardial infarction	st-elevation myocardial infarction	ST Elevation Myocardial Infarction	standard	48
4592	5937	DISEASE	stable angina	stable angina	Angina, Stable	standard	26
4593	5938	DISEASE	stable coronary artery disease	stable coronary artery disease	nonobstructive coronary artery disease	standard	33
4594	7619	DISEASE	stage 1 chronic kidney disease	stage 1 chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	24
4595	7620	DISEASE	stage 2 chronic kidney disease	stage 2 chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	24
4596	7621	DISEASE	stage 3 chronic kidney disease	stage 3 chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	24
4597	7622	DISEASE	stage 4 chronic kidney disease	stage 4 chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	24
4598	7623	DISEASE	stage d2 metastatic carcinoma of the prostate	stage d2 metastatic carcinoma of the prostate	prostate cancer	corrected_overlay	11
4599	7624	DISEASE	stage iii colon cancer	stage iii colon cancer	Stage III Colon Cancer AJCC v8	modified_disease	38
4600	7625	DISEASE	stage iv kidney wilms tumor	stage iv kidney wilms tumor	Stage IV Kidney Wilms Tumor	modified_disease	41
4601	7626	DISEASE	stage iv ovarian carcinoma	stage iv ovarian carcinoma	Stage IV Ovarian Cancer AJCC v6 and v7	modified_disease	16
4602	5939	DISEASE	staphylococcal dermatitis	staphylococcal dermatitis	staphylococcal pneumonia	standard	14
4603	5940	DISEASE	staphylococcal endocarditis	staphylococcal endocarditis	staphylococcal endocarditis	corrected_overlay	21
4604	5941	DISEASE	staphylococcal enterocolitis	staphylococcal enterocolitis	Staphylococcal enterocolitis	standard	8
4605	5942	DISEASE	staphylococcal infection	staphylococcal infection	Staphylococcal Infections	standard	7
4606	5943	DISEASE	staphylococcal infections	staphylococcal infections	Staphylococcal Infections	standard	7
4607	5944	DISEASE	staphylococcal meningitis	staphylococcal meningitis	meningitis	standard	15
